question_id,question_category,method,run_number,duration_ms,tokens_in,tokens_out,cost_usd,cluster_id,profile_used,was_stale,was_downgraded,factsheet_version,was_new_session,response_length_chars,response_path,cache_creation_input_tokens,cache_read_input_tokens,reported_total_cost_usd,model,num_turns,error,quality_score,quality_notes
C1,C_open,direct_fresh,3,90372,42675,893,0.16741679999999998,,agent_readonly,,,,true,1337,responses/direct_fresh_C1_run3.txt,0,86656,0.27902800000000005,MiniMax-M2.7,3,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_fresh,3,26940,59397,1509,0.2607588,,agent_readonly,,,,true,2706,responses/direct_fresh_C2_run3.txt,0,199776,0.434598,MiniMax-M2.7,9,,3,"specific, project-aware, and gives at least three concrete points"
A1,A_factual,direct_resume,1,11267,103625,351,0.3163224,,agent_readonly,,,,false,686,responses/direct_resume_A1_run1.txt,0,608,0.5272039999999999,MiniMax-M2.7,1,,3,all clusters fields present
A2,A_factual,direct_resume,1,12575,3807,802,0.1168782,,agent_readonly,,,,false,978,responses/direct_resume_A2_run1.txt,0,311424,0.194797,MiniMax-M2.7,3,,3,all known cluster event types present
A3,A_factual,direct_resume,1,11904,3753,646,0.051563399999999995,,agent_readonly,,,,false,1420,responses/direct_resume_A3_run1.txt,0,102048,0.085939,MiniMax-M2.7,1,,2,captures only part of caller-facing stale behavior; matched 4/6
A4,A_factual,direct_resume,1,5983,2860,151,0.041853,,agent_readonly,,,,false,437,responses/direct_resume_A4_run1.txt,0,103360,0.069755,MiniMax-M2.7,1,,3,bare args identified
A5,A_factual,direct_resume,1,2164,2606,65,0.039935399999999996,,agent_readonly,,,,false,105,responses/direct_resume_A5_run1.txt,0,103808,0.066559,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,1,7938,2555,390,0.04470539999999999,,agent_readonly,,,,false,1503,responses/direct_resume_B1_run1.txt,0,103968,0.074509,MiniMax-M2.7,1,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,1,15327,2870,1011,0.055003800000000005,,agent_readonly,,,,false,3039,responses/direct_resume_B2_run1.txt,0,104096,0.091673,MiniMax-M2.7,1,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,1,29681,4566,1378,0.1304448,,agent_readonly,,,,false,2532,responses/direct_resume_B3_run1.txt,0,320256,0.217408,MiniMax-M2.7,3,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,1,22037,6266,756,0.09465960000000001,,agent_readonly,,,,false,2874,responses/direct_resume_C1_run1.txt,0,215072,0.15776600000000002,MiniMax-M2.7,2,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,direct_resume,1,23097,5067,977,0.0620352,,agent_readonly,,,,false,2112,responses/direct_resume_C2_run1.txt,0,107264,0.103392,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,direct_resume,2,7427,3121,291,0.08055359999999999,,agent_readonly,,,,false,692,responses/direct_resume_A1_run2.txt,0,222752,0.134256,MiniMax-M2.7,2,,3,all clusters fields present
A2,A_factual,direct_resume,2,5071,2741,228,0.044782199999999994,,agent_readonly,,,,false,746,responses/direct_resume_A2_run2.txt,0,110464,0.07463700000000001,MiniMax-M2.7,1,,3,all known cluster event types present
A3,A_factual,direct_resume,2,9074,2690,427,0.047710199999999994,,agent_readonly,,,,false,1533,responses/direct_resume_A3_run2.txt,0,110784,0.079517,MiniMax-M2.7,1,,2,captures only part of caller-facing stale behavior; matched 4/6
A4,A_factual,direct_resume,2,3771,2868,141,0.044031,,agent_readonly,,,,false,421,responses/direct_resume_A4_run2.txt,0,111040,0.073385,MiniMax-M2.7,1,,3,bare args identified
A5,A_factual,direct_resume,2,2236,2610,45,0.0419514,,agent_readonly,,,,false,107,responses/direct_resume_A5_run2.txt,0,111488,0.06991900000000001,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,2,7048,2528,388,0.046908,,agent_readonly,,,,false,1440,responses/direct_resume_B1_run2.txt,0,111680,0.07818,MiniMax-M2.7,1,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,2,17305,2883,580,0.0508818,,agent_readonly,,,,false,1474,responses/direct_resume_B2_run2.txt,0,111776,0.084803,MiniMax-M2.7,1,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,2,15067,2912,389,0.048238199999999995,,agent_readonly,,,,false,1432,responses/direct_resume_B3_run2.txt,0,112224,0.080397,MiniMax-M2.7,1,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,2,8406,2863,358,0.0477702,,agent_readonly,,,,false,1429,responses/direct_resume_C1_run2.txt,0,112704,0.079617,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_resume,2,18731,2817,401,0.0484116,,agent_readonly,,,,false,1649,responses/direct_resume_C2_run2.txt,0,113152,0.08068600000000001,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,direct_resume,3,2324,2883,85,0.0439848,,agent_readonly,,,,false,190,responses/direct_resume_A1_run3.txt,0,113536,0.073308,MiniMax-M2.7,1,,3,all clusters fields present
A2,A_factual,direct_resume,3,3617,2557,203,0.0449112,,agent_readonly,,,,false,696,responses/direct_resume_A2_run3.txt,0,113984,0.074852,MiniMax-M2.7,1,,3,all known cluster event types present
A3,A_factual,direct_resume,3,7598,2688,291,0.0466626,,agent_readonly,,,,false,1102,responses/direct_resume_A3_run3.txt,0,114112,0.077771,MiniMax-M2.7,1,,1,captures only part of caller-facing stale behavior; matched 3/6
A4,A_factual,direct_resume,3,2102,2774,33,0.0431274,,agent_readonly,,,,false,61,responses/direct_resume_A4_run3.txt,0,114368,0.071879,MiniMax-M2.7,1,,3,bare args identified
A5,A_factual,direct_resume,3,4427,2520,48,0.042696,,agent_readonly,,,,false,90,responses/direct_resume_A5_run3.txt,0,114720,0.07116,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,3,3182,2529,133,0.0440268,,agent_readonly,,,,false,512,responses/direct_resume_B1_run3.txt,0,114816,0.073378,MiniMax-M2.7,1,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,3,17804,2643,472,0.0494826,,agent_readonly,,,,false,1559,responses/direct_resume_B2_run3.txt,0,114912,0.082471,MiniMax-M2.7,1,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,3,5883,2950,247,0.047086199999999995,,agent_readonly,,,,false,818,responses/direct_resume_B3_run3.txt,0,115104,0.07847699999999999,MiniMax-M2.7,1,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,3,6864,2737,285,0.0471708,,agent_readonly,,,,false,1141,responses/direct_resume_C1_run3.txt,0,115616,0.078618,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_resume,3,7799,2752,304,0.047596799999999995,,agent_readonly,,,,false,1234,responses/direct_resume_C2_run3.txt,0,115936,0.07932800000000001,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,cluster_consult,1,4930,8089,236,0.027807,agentsessionrouter-codebase-rerun,bare,false,false,1,true,219,responses/cluster_consult_A1_run1.txt,,,,,,,1,honest NOT IN CONTEXT/refusal; useful only if factsheet intentionally lacks this fact
A2,A_factual,cluster_consult,1,17560,8089,478,0.031437,agentsessionrouter-codebase-rerun,bare,false,false,1,true,475,responses/cluster_consult_A2_run1.txt,,,,,,,2,missing some cluster event types; matched 14/19
A3,A_factual,cluster_consult,1,4067,8091,156,0.026613,agentsessionrouter-codebase-rerun,bare,false,false,1,true,236,responses/cluster_consult_A3_run1.txt,,,,,,,0,wrong or unsupported; matched 1/6
A4,A_factual,cluster_consult,1,4552,0,87,0.001305,agentsessionrouter-codebase-rerun,bare,false,false,1,true,64,responses/cluster_consult_A4_run1.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,1,5157,0,76,0.00114,agentsessionrouter-codebase-rerun,bare,false,false,1,true,148,responses/cluster_consult_A5_run1.txt,,,,,,,2,"default 30 identified, but fabricated schema identifier seminactive_after_days"
B1,B_reasoning,cluster_consult,1,7883,0,279,0.004185,agentsessionrouter-codebase-rerun,bare,false,false,1,true,330,responses/cluster_consult_B1_run1.txt,,,,,,,2,mostly explains verifier restriction but misses some nuance
B2,B_reasoning,cluster_consult,1,29063,8107,733,0.035316,agentsessionrouter-codebase-rerun,bare,false,false,1,true,1443,responses/cluster_consult_B2_run1.txt,,,,,,,2,partial orphan recovery path; matched 5/6
B3,B_reasoning,cluster_consult,1,9141,41,308,0.004743,agentsessionrouter-codebase-rerun,bare,false,false,1,true,550,responses/cluster_consult_B3_run1.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,1,12040,0,414,0.00621,agentsessionrouter-codebase-rerun,bare,false,false,1,true,967,responses/cluster_consult_C1_run1.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,1,13838,0,451,0.006765,agentsessionrouter-codebase-rerun,bare,false,false,1,true,584,responses/cluster_consult_C2_run1.txt,,,,,,,2,substantive but not fully structured or missing some project specificity; includes NOT IN CONTEXT caveat
A1,A_factual,cluster_consult,2,27602,8088,565,0.032739,agentsessionrouter-codebase-rerun,bare,false,false,1,true,250,responses/cluster_consult_A1_run2.txt,,,,,,,1,honest NOT IN CONTEXT/refusal; useful only if factsheet intentionally lacks this fact
A2,A_factual,cluster_consult,2,7798,0,373,0.005595,agentsessionrouter-codebase-rerun,bare,false,false,1,true,426,responses/cluster_consult_A2_run2.txt,,,,,,,2,missing some cluster event types; matched 14/19
A3,A_factual,cluster_consult,2,5397,0,159,0.002385,agentsessionrouter-codebase-rerun,bare,false,false,1,true,214,responses/cluster_consult_A3_run2.txt,,,,,,,0,wrong or unsupported; matched 1/6
A4,A_factual,cluster_consult,2,3926,0,92,0.00138,agentsessionrouter-codebase-rerun,bare,false,false,1,true,65,responses/cluster_consult_A4_run2.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,2,7515,0,250,0.00375,agentsessionrouter-codebase-rerun,bare,false,false,1,true,75,responses/cluster_consult_A5_run2.txt,,,,,,,3,default 30 identified
B1,B_reasoning,cluster_consult,2,9948,0,343,0.005145,agentsessionrouter-codebase-rerun,bare,false,false,1,true,746,responses/cluster_consult_B1_run2.txt,,,,,,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,cluster_consult,2,61354,8106,872,0.037398,agentsessionrouter-codebase-rerun,bare,false,false,1,true,1400,responses/cluster_consult_B2_run2.txt,,,,,,,2,partial orphan recovery path; matched 5/6
B3,B_reasoning,cluster_consult,2,10549,0,395,0.005925,agentsessionrouter-codebase-rerun,bare,false,false,1,true,651,responses/cluster_consult_B3_run2.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,2,34017,8091,492,0.031653,agentsessionrouter-codebase-rerun,bare,false,false,1,true,904,responses/cluster_consult_C1_run2.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,2,11886,0,401,0.006015,agentsessionrouter-codebase-rerun,bare,false,false,1,true,481,responses/cluster_consult_C2_run2.txt,,,,,,,2,substantive but not fully structured or missing some project specificity; includes NOT IN CONTEXT caveat
A1,A_factual,cluster_consult,3,10580,25,216,0.003315,agentsessionrouter-codebase-rerun,bare,false,false,1,true,274,responses/cluster_consult_A1_run3.txt,,,,,,,1,honest NOT IN CONTEXT/refusal; useful only if factsheet intentionally lacks this fact
A2,A_factual,cluster_consult,3,4386,8090,439,0.030855,agentsessionrouter-codebase-rerun,bare,false,false,1,true,548,responses/cluster_consult_A2_run3.txt,,,,,,,2,missing some cluster event types; matched 14/19
A3,A_factual,cluster_consult,3,5423,0,182,0.00273,agentsessionrouter-codebase-rerun,bare,false,false,1,true,310,responses/cluster_consult_A3_run3.txt,,,,,,,0,wrong or unsupported; matched 1/6
A4,A_factual,cluster_consult,3,12928,8087,231,0.027726,agentsessionrouter-codebase-rerun,bare,false,false,1,true,49,responses/cluster_consult_A4_run3.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,3,4688,8094,272,0.028362,agentsessionrouter-codebase-rerun,bare,false,false,1,true,188,responses/cluster_consult_A5_run3.txt,,,,,,,3,default 30 identified
B1,B_reasoning,cluster_consult,3,13521,0,491,0.007365,agentsessionrouter-codebase-rerun,bare,false,false,1,true,773,responses/cluster_consult_B1_run3.txt,,,,,,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,cluster_consult,3,19871,0,798,0.01197,agentsessionrouter-codebase-rerun,bare,false,false,1,true,1490,responses/cluster_consult_B2_run3.txt,,,,,,,2,partial orphan recovery path; matched 5/6; includes NOT IN CONTEXT caveat
B3,B_reasoning,cluster_consult,3,33443,8104,287,0.028617,agentsessionrouter-codebase-rerun,bare,false,false,1,true,488,responses/cluster_consult_B3_run3.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,3,12822,0,407,0.006105,agentsessionrouter-codebase-rerun,bare,false,false,1,true,949,responses/cluster_consult_C1_run3.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,3,8536,8100,491,0.031665,agentsessionrouter-codebase-rerun,bare,false,false,1,true,842,responses/cluster_consult_C2_run3.txt,,,,,,,2,substantive but not fully structured or missing some project specificity; includes NOT IN CONTEXT caveat
