question_id,question_category,method,run_number,duration_ms,tokens_in,tokens_out,cost_usd,cluster_id,profile_used,was_stale,was_downgraded,factsheet_version,was_new_session,response_length_chars,response_path,cache_creation_input_tokens,cache_read_input_tokens,reported_total_cost_usd,model,num_turns,error,quality_score,quality_notes
A1,A_factual,direct_fresh,2,31165,44792,421,0.1666494,,agent_readonly,,,,true,637,responses/direct_fresh_A1_run2.txt,0,86528,0.277749,MiniMax-M2.7,4,,3,all clusters fields present
A2,A_factual,direct_fresh,2,109170,50122,5491,0.37847819999999993,,agent_readonly,,,,true,1385,responses/direct_fresh_A2_run2.txt,0,485824,0.6307969999999999,MiniMax-M2.7,12,,3,all known cluster event types present
A3,A_factual,direct_fresh,2,12672,47921,536,0.1918062,,agent_readonly,,,,true,1138,responses/direct_fresh_A3_run2.txt,0,133344,0.319677,MiniMax-M2.7,4,,0,wrong or unsupported; matched 1/6
A4,A_factual,direct_fresh,2,18677,23768,326,0.249303,,agent_readonly,,,,true,285,responses/direct_fresh_A4_run2.txt,40716,68080,0.415505,MiniMax-M2.7,3,,3,bare args identified
A5,A_factual,direct_fresh,2,15649,41406,237,0.1529154,,agent_readonly,,,,true,164,responses/direct_fresh_A5_run2.txt,0,83808,0.254859,MiniMax-M2.7,3,,3,default 30 identified
B1,B_reasoning,direct_fresh,2,46100,40068,481,0.1531662,,agent_readonly,,,,true,922,responses/direct_fresh_B1_run2.txt,0,85824,0.255277,MiniMax-M2.7,4,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_fresh,2,82829,54564,1217,0.236955,,agent_readonly,,,,true,2452,responses/direct_fresh_B2_run2.txt,0,183360,0.3949250000000001,MiniMax-M2.7,7,,3,walks orphan recovery path
B3,B_reasoning,direct_fresh,2,22859,48862,914,0.212856,,agent_readonly,,,,true,1645,responses/direct_fresh_B3_run2.txt,0,175200,0.35476,MiniMax-M2.7,7,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_fresh,2,72393,7043,975,0.0738852,,agent_readonly,,,,true,2015,responses/direct_fresh_C1_run2.txt,0,127104,0.123142,MiniMax-M2.7,4,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_fresh,2,38612,53215,1009,0.2324088,,agent_readonly,,,,true,2170,responses/direct_fresh_C2_run2.txt,0,192096,0.38734799999999997,MiniMax-M2.7,8,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,direct_fresh,3,41479,47363,369,0.31427115,,agent_readonly,,,,true,564,responses/direct_fresh_A1_run3.txt,40717,46528,0.5237852500000001,MiniMax-M2.7,4,,3,all clusters fields present
A2,A_factual,direct_fresh,3,78971,75634,1467,0.3293127,,agent_readonly,,,,true,1199,responses/direct_fresh_A2_run3.txt,6678,184544,0.5488545,MiniMax-M2.7,6,,3,all known cluster event types present
A3,A_factual,direct_fresh,3,33700,48561,948,0.186063,,agent_readonly,,,,true,1548,responses/direct_fresh_A3_run3.txt,0,87200,0.31010499999999996,MiniMax-M2.7,3,,0,wrong or unsupported; matched 1/6
A4,A_factual,direct_fresh,3,16068,26731,469,0.153111,,agent_readonly,,,,true,420,responses/direct_fresh_A4_run3.txt,6676,136160,0.255185,MiniMax-M2.7,6,,3,bare args identified
A5,A_factual,direct_fresh,3,19785,2691,247,0.0721995,,agent_readonly,,,,true,212,responses/direct_fresh_A5_run3.txt,6682,117880,0.1203325,MiniMax-M2.7,3,,3,default 30 identified
B1,B_reasoning,direct_fresh,3,77648,59799,2317,0.40068,,agent_readonly,,,,true,1488,responses/direct_fresh_B1_run3.txt,0,621760,0.6678,MiniMax-M2.7,19,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_fresh,3,52501,54233,1235,0.25944705,,agent_readonly,,,,true,2979,responses/direct_fresh_B2_run3.txt,6695,177056,0.43241175000000004,MiniMax-M2.7,8,,2,partial orphan recovery path; matched 4/6
B3,B_reasoning,direct_fresh,3,27820,27287,984,0.15235575,,agent_readonly,,,,true,1839,responses/direct_fresh_B3_run3.txt,6693,102120,0.25392625,MiniMax-M2.7,3,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_fresh,3,56034,52090,1424,0.203742,,agent_readonly,,,,true,4206,responses/direct_fresh_C1_run3.txt,0,87040,0.33957000000000004,MiniMax-M2.7,6,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_fresh,3,90762,45466,1326,0.2088192,,agent_readonly,,,,true,1882,responses/direct_fresh_C2_run3.txt,0,175104,0.348032,MiniMax-M2.7,8,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,direct_resume,1,53975,103243,354,0.3152118,,agent_readonly,,,,false,1203,responses/direct_resume_A1_run1.txt,0,576,0.525353,MiniMax-M2.7,1,,3,all clusters fields present
A2,A_factual,direct_resume,1,62356,4212,1144,0.1229352,,agent_readonly,,,,false,1553,responses/direct_resume_A2_run1.txt,0,310464,0.204892,MiniMax-M2.7,3,,2,missing some cluster event types; matched 18/19
A3,A_factual,direct_resume,1,48745,7484,587,0.1261242,,agent_readonly,,,,false,1467,responses/direct_resume_A3_run1.txt,0,316224,0.210207,MiniMax-M2.7,3,,2,captures only part of caller-facing stale behavior; matched 4/6
A4,A_factual,direct_resume,1,37004,6234,230,0.08606879999999999,,agent_readonly,,,,false,511,responses/direct_resume_A4_run1.txt,0,213056,0.143448,MiniMax-M2.7,2,,3,bare args identified
A5,A_factual,direct_resume,1,9708,2773,86,0.041749800000000004,,agent_readonly,,,,false,270,responses/direct_resume_A5_run1.txt,0,107136,0.06958299999999999,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,1,50002,3401,630,0.117957,,agent_readonly,,,,false,1177,responses/direct_resume_B1_run1.txt,0,327680,0.19659500000000002,MiniMax-M2.7,3,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,1,79195,4479,1302,0.0985542,,agent_readonly,,,,false,2534,responses/direct_resume_B2_run1.txt,0,218624,0.164257,MiniMax-M2.7,2,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,1,63959,5951,725,0.1293552,,agent_readonly,,,,false,2001,responses/direct_resume_B3_run1.txt,0,335424,0.215592,MiniMax-M2.7,3,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,1,71761,6700,999,0.102669,,agent_readonly,,,,false,2598,responses/direct_resume_C1_run1.txt,0,225280,0.171115,MiniMax-M2.7,2,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_resume,1,84825,14769,1270,0.1701282,,agent_readonly,,,,false,3159,responses/direct_resume_C2_run1.txt,0,355904,0.283547,MiniMax-M2.7,6,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,direct_resume,2,10768,12840,134,0.0750708,,agent_readonly,,,,false,440,responses/direct_resume_A1_run2.txt,0,115136,0.125118,MiniMax-M2.7,1,,3,all clusters fields present
A2,A_factual,direct_resume,2,35433,2646,538,0.0536592,,agent_readonly,,,,false,1711,responses/direct_resume_A2_run2.txt,0,125504,0.089432,MiniMax-M2.7,1,,2,missing some cluster event types; matched 18/19
A3,A_factual,direct_resume,2,20799,3033,282,0.051037799999999994,,agent_readonly,,,,false,953,responses/direct_resume_A3_run2.txt,0,125696,0.085063,MiniMax-M2.7,1,,2,captures only part of caller-facing stale behavior; matched 4/6
A4,A_factual,direct_resume,2,5586,2766,86,0.0474696,,agent_readonly,,,,false,268,responses/direct_resume_A4_run2.txt,0,126272,0.07911599999999999,MiniMax-M2.7,1,,3,bare args identified
A5,A_factual,direct_resume,2,12559,2598,94,0.0471816,,agent_readonly,,,,false,99,responses/direct_resume_A5_run2.txt,0,126592,0.07863600000000001,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,2,82647,2577,433,0.052242,,agent_readonly,,,,false,1051,responses/direct_resume_B1_run2.txt,0,126720,0.08707,MiniMax-M2.7,1,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,2,46664,2798,498,0.0539184,,agent_readonly,,,,false,1893,responses/direct_resume_B2_run2.txt,0,126848,0.089864,MiniMax-M2.7,1,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,2,39312,3041,487,0.0545784,,agent_readonly,,,,false,1816,responses/direct_resume_B3_run2.txt,0,127168,0.090964,MiniMax-M2.7,1,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,2,32453,3008,591,0.0562122,,agent_readonly,,,,false,2564,responses/direct_resume_C1_run2.txt,0,127744,0.09368699999999999,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
